id,name,localized_city,localized_neighborhood,city,public_address,lat,lng,preview_amenities,reviews_count,person_capacity,bathrooms,bedrooms,beds,guest_label,property_type_id,room_and_property_type,room_type,tier_id,kicker_content_messages,picture_count,star_rationg,user_first_name,user_has_profile_pic,user_is_superhost,cancel_policy,room_type_category,can_instant_book,night_cost,night_cost_with_fees,monthly_price_factor,rate_type,fees,link
40930448,Donaldsons lake fishery & Campsite Holywood,Ards And North Down,0,Ards And North Down,"Ards And North Down, Northern Ireland, United Kingdom",54.62919,-5.81607,Free parking,12,16,0.5,0,1,16 guests,58,Campsite,Entire home/apt,0,Campsite,184,5.0, ,True,False,CANCEL_FLEXIBLE,entire_home,False,10.0,10.0,0.75,nightly,0.0,https://www.airbnb.co.uk/rooms/40930448?&check_in=2022-02-15&check_out=2022-02-16
50949160,SIngle Room - Lisburn Road - Central,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.57952,-5.95089,"Free parking,Wifi,Kitchen,Washer",1,1,1.5,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,4,0.0, ,True,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,11.0,11.0,0.6,nightly,0.0,https://www.airbnb.co.uk/rooms/50949160?&check_in=2022-02-15&check_out=2022-02-16
11853079,Nice clean room in an arty house,Belfast (Dunmurry),0,Belfast (Dunmurry),"Belfast (Dunmurry), Northern Ireland, United Kingdom",54.54218,-6.01858,"Free parking,Wifi,Kitchen,Washer",97,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,4,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,True,12.0,12.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/11853079?&check_in=2022-02-15&check_out=2022-02-16
7903849,Room in modern home,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.54146,-6.01902,"Free parking,Wifi,Kitchen,Washer",282,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,5,4.5, ,True,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,12.0,12.0,0.8,nightly,0.0,https://www.airbnb.co.uk/rooms/7903849?&check_in=2022-02-15&check_out=2022-02-16
36146848,Room for winter in Belfast,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58371,-5.94467,"Wifi,Kitchen",2,1,2.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,4,0.0, ,True,False,CANCEL_FLEXIBLE,private_room,True,15.0,15.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/36146848?&check_in=2022-02-15&check_out=2022-02-16
45706639,Large double room 12min from Belfast! Ground floor,Dunmurry,0,Dunmurry,"Dunmurry, Northern Ireland, United Kingdom",54.54437,-6.01263,"Free parking,Wifi,Kitchen,Washer",3,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,15,3.5, ,True,False,CANCEL_FLEXIBLE,private_room,True,15.0,15.0,0.73,nightly,0.0,https://www.airbnb.co.uk/rooms/45706639?&check_in=2022-02-15&check_out=2022-02-16
32952134,NO LONGER AVAILABLE,North Down,0,North Down,"North Down, Northern Ireland, United Kingdom",54.66424,-5.64028,"Free parking,Wifi,Kitchen,Washer",1,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,12,0.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,15.0,15.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/32952134?&check_in=2022-02-15&check_out=2022-02-16
54102059,Nice room in Belfast town house,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59484,-5.90797,"Wifi,Kitchen",0,1,1.0,1,1,1 guest,36,Private room in townhouse,Private room,0,Private room,0,0.0, ,False,False,CANCEL_BETTER_STRICT_WITH_GRACE_PERIOD,private_room,True,17.0,17.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/54102059?&check_in=2022-02-15&check_out=2022-02-16
36673292,The Haven Room 1,Lisburn and Castlereagh,0,Lisburn and Castlereagh,"Lisburn and Castlereagh, Northern Ireland, United Kingdom",54.49726,-6.04949,"Free parking,Wifi,Kitchen,Washer",19,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,11,5.0, ,True,True,CANCEL_BETTER_STRICT_WITH_GRACE_PERIOD,private_room,False,18.0,18.0,0.7,nightly,0.0,https://www.airbnb.co.uk/rooms/36673292?&check_in=2022-02-15&check_out=2022-02-16
42155575,Templemore Town House Small Double room 2,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59722,-5.90146,"Hosted by a business,Free parking,Wifi,Washer",0,1,2.0,1,0,1 guest,2,Private room in residential home,Private room,0,Private room,9,0.0, ,True,False,CANCEL_MODERATE,private_room,True,19.0,19.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/42155575?&check_in=2022-02-15&check_out=2022-02-16
52773455,Cheerful one bed in Belfast townhouse,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59432,-5.90593,"Wifi,Kitchen",1,1,1.0,1,1,1 guest,36,Private room in townhouse,Private room,0,Private room,5,0.0, ,False,False,CANCEL_FLEXIBLE,private_room,False,19.0,19.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/52773455?&check_in=2022-02-15&check_out=2022-02-16
7670721,"Single room, Belfast City centre 2",Belfast,0,Belfast,"Belfast, United Kingdom",54.58878,-5.92431,"Wifi,Kitchen,Washer",462,1,1.5,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,16,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,20.0,20.0,0.77,nightly,0.0,https://www.airbnb.co.uk/rooms/7670721?&check_in=2022-02-15&check_out=2022-02-16
51444405,1 room available,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59113,-5.91026,"Free parking,Kitchen,Washer",4,1,1.0,1,1,1 guest,67,Private room in tiny house,Private room,0,Private room,5,4.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,20.0,20.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/51444405?&check_in=2022-02-15&check_out=2022-02-16
20045069,⭐️Spacious Double Room⭐️,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.64496,-5.92554,"Free parking,Wifi,Kitchen,Washer",79,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,8,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,20.0,20.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/20045069?&check_in=2022-02-15&check_out=2022-02-16
28034846,Ormeau Road Single Room in Beautiful Home,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.57602,-5.9213,"Free parking,Wifi,Kitchen,Washer",16,1,1.5,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,25,5.0, ,True,False,CANCEL_MODERATE,private_room,False,20.0,20.0,0.85,nightly,0.0,https://www.airbnb.co.uk/rooms/28034846?&check_in=2022-02-15&check_out=2022-02-16
39828169,Peaceful room close to Hospital,Lisburn and Castlereagh,0,Lisburn and Castlereagh,"Lisburn and Castlereagh, Northern Ireland, United Kingdom",54.59482,-5.77478,"Hosted by a business,Free parking,Wifi,Kitchen",25,2,1.5,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,15,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,False,20.0,20.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/39828169?&check_in=2022-02-15&check_out=2022-02-16
38445546,Quiet comfortable dbl room in fashionable area,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59679,-5.8714,"Wifi,Kitchen,Washer",0,2,1.0,1,1,2 guests,36,Private room in townhouse,Private room,0,Private room,12,0.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,20.0,20.0,0.85,nightly,0.0,https://www.airbnb.co.uk/rooms/38445546?&check_in=2022-02-15&check_out=2022-02-16
7672927,Loughgarr comfy single room 4,Belfast,0,Belfast,"Belfast, co.antrim, United Kingdom",54.58847,-5.92181,"Wifi,Kitchen,Washer",396,1,1.5,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,15,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,20.0,20.0,0.77,nightly,0.0,https://www.airbnb.co.uk/rooms/7672927?&check_in=2022-02-15&check_out=2022-02-16
16857481,Ensuite studio in great area near city centre,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58469,-5.92555,"Wifi,Kitchen",86,2,1.0,1,2,2 guests,1,Entire rental unit,Entire home/apt,0,Entire rental unit,5,4.0, ,True,False,CANCEL_MODERATE,entire_home,False,20.0,20.0,0.8,nightly,0.0,https://www.airbnb.co.uk/rooms/16857481?&check_in=2022-02-15&check_out=2022-02-16
15740774,"Ensuite room, close to city centre",Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58614,-5.92642,"Wifi,Washer",66,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,4,4.5, ,True,False,CANCEL_MODERATE,private_room,False,21.0,21.0,0.7,nightly,0.0,https://www.airbnb.co.uk/rooms/15740774?&check_in=2022-02-15&check_out=2022-02-16
6990403,"Double room, Belfast City centre 1",Belfast,0,Belfast,"Belfast, United Kingdom",54.58713,-5.92354,"Wifi,Kitchen,Washer",343,2,1.5,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,15,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,22.0,22.0,0.79,nightly,0.0,https://www.airbnb.co.uk/rooms/6990403?&check_in=2022-02-15&check_out=2022-02-16
20212300,Bright studio walking distance to city centre,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58633,-5.92419,"Wifi,Kitchen",66,2,1.0,1,1,2 guests,1,Entire rental unit,Entire home/apt,0,Entire rental unit,5,4.5, ,True,False,CANCEL_MODERATE,entire_home,False,22.0,22.0,0.8,nightly,0.0,https://www.airbnb.co.uk/rooms/20212300?&check_in=2022-02-15&check_out=2022-02-16
36484389,"Studio 2 at Arlanhaus. Pristine accom, close City.",Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.62133,-5.94289,"Free parking,Wifi,Kitchen,Washer",138,2,1.0,1,1,2 guests,67,Tiny house,Entire home/apt,0,Tiny house,3,4.5, ,True,False,CANCEL_FLEXIBLE,entire_home,True,22.0,22.0,0.8,nightly,0.0,https://www.airbnb.co.uk/rooms/36484389?&check_in=2022-02-15&check_out=2022-02-16
20859235,Twin room close to city centre and airport.,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59812,-5.86355,"Free parking,Wifi,Kitchen,Washer",63,2,1.0,1,2,2 guests,2,Private room in residential home,Private room,0,Private room,4,5.0, ,True,False,CANCEL_FLEXIBLE,private_room,True,22.0,22.0,0.8,nightly,0.0,https://www.airbnb.co.uk/rooms/20859235?&check_in=2022-02-15&check_out=2022-02-16
23916656,Cyprus Lofts Room 1,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59313,-5.87369,"Free parking,Wifi",77,1,1.5,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,7,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,False,22.0,22.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/23916656?&check_in=2022-02-15&check_out=2022-02-16
24812423,Double room in comfortable Belfast home,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.65286,-5.92938,"Free parking,Wifi,Kitchen,Washer",9,2,1.5,1,2,2 guests,2,Private room in residential home,Private room,0,Private room,7,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,False,22.0,22.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/24812423?&check_in=2022-02-15&check_out=2022-02-16
26888023,Oaktree House,Waringstown,0,Waringstown,"Waringstown, Northern Ireland, United Kingdom",54.43603,-6.30046,"Free parking,Wifi,Kitchen,Washer",15,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,15,5.0, ,True,True,CANCEL_BETTER_STRICT_WITH_GRACE_PERIOD,private_room,False,22.0,22.0,0.7,nightly,0.0,https://www.airbnb.co.uk/rooms/26888023?&check_in=2022-02-15&check_out=2022-02-16
50653307,Happy home,Lisburn and Castlereagh,0,Lisburn and Castlereagh,"Lisburn and Castlereagh, Northern Ireland, United Kingdom",54.52513,-6.07118,"Free parking,Wifi,Kitchen,Washer",3,2,1.5,1,2,2 guests,2,Private room in residential home,Private room,0,Private room,9,5.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,23.0,23.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/50653307?&check_in=2022-02-15&check_out=2022-02-16
37779374,Perfect spot for the solo traveller,Dunmurry,0,Dunmurry,"Dunmurry, Northern Ireland, United Kingdom",54.54902,-6.00395,"Wifi,Kitchen,Washer",46,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,8,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,False,24.0,24.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/37779374?&check_in=2022-02-15&check_out=2022-02-16
50750475,King size bed in a quiet residential cup-de-sac,Lisburn and Castlereagh,0,Lisburn and Castlereagh,"Lisburn and Castlereagh, Northern Ireland, United Kingdom",54.52591,-6.07258,"Free parking,Wifi,Kitchen,Washer",4,2,1.0,1,1,2 guests,2,Entire residential home,Entire home/apt,0,Entire residential home,5,5.0, ,True,False,CANCEL_FLEXIBLE,entire_home,True,24.0,24.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/50750475?&check_in=2022-02-15&check_out=2022-02-16
49544970,Single cosy bed In Belfast City Centre,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.5885,-5.93566,"Free parking,Wifi,Kitchen,Washer",4,1,1.0,0,1,1 guest,37,Private room in condominium (condo),Private room,0,Private room,2,5.0, ,True,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,24.0,24.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/49544970?&check_in=2022-02-15&check_out=2022-02-16
24640891,Cosy top floor Double with Excellent Location,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58579,-5.92671,"Wifi,Kitchen,Washer",12,2,2.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,14,5.0, ,True,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,24.0,24.0,0.75,nightly,0.0,https://www.airbnb.co.uk/rooms/24640891?&check_in=2022-02-15&check_out=2022-02-16
17215357,Double bedroom in elegant Victorian townhouse.,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.5977,-5.86009,"Free parking,Wifi,Kitchen,Washer",83,2,1.0,1,1,2 guests,36,Private room in townhouse,Private room,0,Private room,8,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,True,24.0,24.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/17215357?&check_in=2022-02-15&check_out=2022-02-16
54224039,Cheerful townhouse with free parking,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59716,-5.90438,"Free parking,Wifi,Kitchen,Washer",0,2,1.5,1,1,2 guests,36,Private room in townhouse,Private room,0,Private room,0,0.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,24.0,24.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/54224039?&check_in=2022-02-15&check_out=2022-02-16
24640714,Excellently Located Comfy Double,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58388,-5.92633,"Wifi,Kitchen",12,2,2.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,15,4.0, ,True,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,24.0,24.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/24640714?&check_in=2022-02-15&check_out=2022-02-16
7672712,Loughgarr a comfy double room 3,Belfast,0,Belfast,"Belfast, co.antrim, United Kingdom",54.58736,-5.92134,"Wifi,Kitchen,Washer",350,2,1.5,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,16,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,25.0,25.0,0.79,nightly,0.0,https://www.airbnb.co.uk/rooms/7672712?&check_in=2022-02-15&check_out=2022-02-16
19857662,Room in Belfast Townhouse,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.61157,-5.93672,"Wifi,Kitchen,Washer",130,2,2.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,7,5.0, ,True,True,CANCEL_MODERATE,private_room,True,25.0,25.0,0.6699999999999999,nightly,0.0,https://www.airbnb.co.uk/rooms/19857662?&check_in=2022-02-15&check_out=2022-02-16
16277127,Self contained studio for two,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.57652,-5.92677,"Free parking,Wifi,Kitchen",198,2,1.0,1,1,2 guests,40,Private room in guesthouse,Private room,0,Private room,10,5.0, ,True,True,CANCEL_MODERATE,private_room,False,25.0,25.0,0.6,nightly,0.0,https://www.airbnb.co.uk/rooms/16277127?&check_in=2022-02-15&check_out=2022-02-16
7673106,"Triple room, Belfast City centre 5",Belfast,0,Belfast,"Belfast, co antrim, United Kingdom",54.58663,-5.92317,"Wifi,Kitchen,Washer",275,3,1.5,1,2,3 guests,36,Private room in townhouse,Private room,0,Private room,17,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,25.0,25.0,0.6699999999999999,nightly,0.0,https://www.airbnb.co.uk/rooms/7673106?&check_in=2022-02-15&check_out=2022-02-16
20636514,Cosy Pet Friendly Home in East Belfast,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59255,-5.8324,"Free parking,Wifi,Kitchen,Washer",199,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,11,5.0, ,True,True,CANCEL_MODERATE,private_room,False,25.0,25.0,0.85,nightly,0.0,https://www.airbnb.co.uk/rooms/20636514?&check_in=2022-02-15&check_out=2022-02-16
8283687,Ensuite Studio near city centre.,Belfast,0,Belfast,"Belfast, N. Ireland, United Kingdom",54.58445,-5.92586,"Free parking,Wifi,Kitchen,Washer",41,2,1.0,1,2,2 guests,1,Entire rental unit,Entire home/apt,0,Entire rental unit,4,4.5, ,True,False,CANCEL_MODERATE,entire_home,False,25.0,25.0,0.8,nightly,0.0,https://www.airbnb.co.uk/rooms/8283687?&check_in=2022-02-15&check_out=2022-02-16
21563329,Cosy studio near city centre,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58524,-5.92442,"Wifi,Kitchen,Washer",66,2,1.0,1,1,2 guests,1,Entire rental unit,Entire home/apt,0,Entire rental unit,5,4.5, ,True,False,CANCEL_MODERATE,entire_home,False,25.0,25.0,0.75,nightly,0.0,https://www.airbnb.co.uk/rooms/21563329?&check_in=2022-02-15&check_out=2022-02-16
22523354,Cosy Room near University and City Centre.,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58451,-5.93018,"Wifi,Kitchen,Washer",123,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,20,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,False,25.0,25.0,0.6599999999999999,nightly,0.0,https://www.airbnb.co.uk/rooms/22523354?&check_in=2022-02-15&check_out=2022-02-16
9589308,⭐️Compact Double Room⭐️,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.64412,-5.92387,"Free parking,Wifi,Kitchen",247,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,11,5.0, ,True,False,CANCEL_MODERATE,private_room,True,25.0,25.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/9589308?&check_in=2022-02-15&check_out=2022-02-16
1961285,"Boutique Style, Double room with option of Yoga!",Belfast,0,Belfast,"Belfast, Belfast, United Kingdom",54.61811,-5.94152,"Free parking,Wifi,Kitchen",169,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,15,5.0, ,True,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,25.0,25.0,0.8200000000000001,nightly,0.0,https://www.airbnb.co.uk/rooms/1961285?&check_in=2022-02-15&check_out=2022-02-16
34415598,Cosy Single bedroom in stylish East Belfast home,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59482,-5.88727,"Free parking,Wifi,Kitchen,Washer",21,1,1.0,1,1,1 guest,36,Private room in townhouse,Private room,0,Private room,26,5.0, ,True,True,CANCEL_MODERATE,private_room,False,25.0,25.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/34415598?&check_in=2022-02-15&check_out=2022-02-16
27053473,Home Away From Home 家外之家 B,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.583935,-5.899172,"Wifi,Kitchen,Washer",13,2,1.0,1,2,2 guests,36,Private room in townhouse,Private room,0,Private room,11,4.5, ,True,False,CANCEL_FLEXIBLE,private_room,True,25.0,25.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/27053473?&check_in=2022-02-15&check_out=2022-02-16
17563470,Cosy double room (Belfast suburb) with breakfast,Glengormley,0,Glengormley,"Glengormley, Northern Ireland, United Kingdom",54.67237,-5.96427,"Free parking,Kitchen,Washer",37,2,1.0,1,2,2 guests,2,Private room in residential home,Private room,0,Private room,18,5.0, ,True,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,True,25.0,25.0,0.85,nightly,0.0,https://www.airbnb.co.uk/rooms/17563470?&check_in=2022-02-15&check_out=2022-02-16
27791583,Comfortable Victorian terrace,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58539,-5.92322,"Wifi,Kitchen,Washer",10,1,1.0,2,2,1 guest,2,Private room in residential home,Private room,0,Private room,5,5.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,25.0,25.0,0.65,nightly,0.0,https://www.airbnb.co.uk/rooms/27791583?&check_in=2022-02-15&check_out=2022-02-16
13794231,GENEVA,Dundonald,0,Dundonald,"Dundonald, United Kingdom",54.59159,-5.77567,"Free parking,Wifi,Kitchen,Washer",19,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,10,5.0, ,True,False,CANCEL_MODERATE,private_room,False,25.0,25.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/13794231?&check_in=2022-02-15&check_out=2022-02-16
19845445,room available in shared Belfast townhouse,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.61157,-5.93672,"Wifi,Kitchen,Washer",173,2,2.0,1,1,2 guests,36,Private room in townhouse,Private room,0,Private room,8,5.0, ,True,True,CANCEL_MODERATE,private_room,True,25.0,25.0,0.6699999999999999,nightly,0.0,https://www.airbnb.co.uk/rooms/19845445?&check_in=2022-02-15&check_out=2022-02-16
23122185,Room in large Victorian terrace,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.61157,-5.93672,"Wifi,Kitchen,Washer",71,2,2.0,1,1,2 guests,36,Private room in townhouse,Private room,0,Private room,12,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,True,25.0,25.0,0.6799999999999999,nightly,0.0,https://www.airbnb.co.uk/rooms/23122185?&check_in=2022-02-15&check_out=2022-02-16
22652466,Belfast Double Room/Parking space/no extra charges,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58749,-5.91084,"Free parking,Wifi,Kitchen,Washer",298,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,23,5.0, ,True,True,CANCEL_BETTER_STRICT_WITH_GRACE_PERIOD,private_room,True,26.0,26.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/22652466?&check_in=2022-02-15&check_out=2022-02-16
36753281,"Belfast Town House, Double Bedroom R1",Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.61641,-5.92718,"Hosted by a business,Wifi,Washer",14,2,1.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,3,5.0, ,True,False,CANCEL_MODERATE,private_room,True,26.0,26.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/36753281?&check_in=2022-02-15&check_out=2022-02-16
25976302,"Eastside Bloom, central small double private room",Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59694,-5.88851,"Wifi,Kitchen,Washer",44,2,1.5,1,1,2 guests,36,Private room in townhouse,Private room,0,Private room,22,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,False,26.0,26.0,0.74,nightly,0.0,https://www.airbnb.co.uk/rooms/25976302?&check_in=2022-02-15&check_out=2022-02-16
23035302,Double Room @ Ardoyne Belfast 1,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.61473,-5.96626,"Hosted by a business,Wifi,Washer",4,2,2.0,1,1,2 guests,2,Private room in residential home,Private room,0,Private room,10,5.0, ,True,False,CANCEL_MODERATE,private_room,True,26.0,26.0,0.75,nightly,0.0,https://www.airbnb.co.uk/rooms/23035302?&check_in=2022-02-15&check_out=2022-02-16
34043996,Comfortable Quiet Room In Superb Belfast Home,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.62329,-5.94153,"Free parking,Wifi,Kitchen,Washer",25,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,10,5.0, ,True,True,CANCEL_FLEXIBLE,private_room,False,26.0,26.0,0.65,nightly,0.0,https://www.airbnb.co.uk/rooms/34043996?&check_in=2022-02-15&check_out=2022-02-16
35221418,"Belfast Town House, Small Double Bedroom",Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.61771,-5.92694,"Hosted by a business,Wifi,Washer",8,1,1.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,10,4.5, ,True,False,CANCEL_MODERATE,private_room,True,27.0,27.0,0.85,nightly,0.0,https://www.airbnb.co.uk/rooms/35221418?&check_in=2022-02-15&check_out=2022-02-16
20908157,ALBERT LODGE- One Bedroom Apartment,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.59527,-5.89928,"Wifi,Kitchen,Washer",143,2,1.0,1,1,2 guests,1,Entire rental unit,Entire home/apt,0,Entire rental unit,18,5.0, ,True,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,entire_home,True,27.0,27.0,1.0,nightly,0.0,https://www.airbnb.co.uk/rooms/20908157?&check_in=2022-02-15&check_out=2022-02-16
31165566,"Single Room, close to Shankill Road City Cnr",Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.60715,-5.9529,"Free parking,Wifi,Kitchen",3,1,0.0,1,1,1 guest,2,Private room in residential home,Private room,0,Private room,8,5.0, ,True,False,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,27.0,27.0,0.85,nightly,0.0,https://www.airbnb.co.uk/rooms/31165566?&check_in=2022-02-15&check_out=2022-02-16
2837835,"Chic, Comfy Single room close to city centre",Belfast,0,Belfast,"Belfast, Belfast, United Kingdom",54.61595,-5.94336,"Free parking,Wifi,Kitchen",145,1,1.0,2,1,1 guest,2,Private room in residential home,Private room,0,Private room,14,5.0, ,True,True,CANCEL_STRICT_14_WITH_GRACE_PERIOD,private_room,False,27.0,27.0,0.75,nightly,0.0,https://www.airbnb.co.uk/rooms/2837835?&check_in=2022-02-15&check_out=2022-02-16
22000272,Home Away From Home 家外之家 A,Belfast,0,Belfast,"Belfast, Northern Ireland, United Kingdom",54.58393,-5.90017,"Wifi,Kitchen,Washer",235,2,1.5,1,2,2 guests,36,Private room in townhouse,Private room,0,Private room,11,5.0, ,True,False,CANCEL_FLEXIBLE,private_room,False,27.0,27.0,0.9,nightly,0.0,https://www.airbnb.co.uk/rooms/22000272?&check_in=2022-02-15&check_out=2022-02-16
